NOMBRE,MUNICIPIO,DEPARTAMENTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
Samana,Samana,Caldas,2.801661161683806,2.779782616262879,1.8880233534946231,2.266990188790924,3.029262980738999,4.676372481684982,5.844326851508535,5.384229832088564,4.034710057507111,2.38037501066735,2.0181705781724526,1.9651238991408626,3.255752417645091
Rafael Escobar,Supia,Caldas,5.886129032258063,5.79518472906404,5.672903225806452,4.637,4.87225806451613,5.718333333333333,6.631290322580645,6.269354838709677,5.3740000000000006,4.49774193548387,4.823333333333333,5.839978494623656,5.501458942475767
Brisas Las,Villamaria,Caldas,3.1489178011422534,3.0150121882648717,2.320543356523659,1.5324376283571688,1.731727249005475,2.418685750775406,3.3112870292964116,3.1743728679612957,2.0798704815456,1.4444369392897853,2.0804054443366553,2.671772704132271,2.4107891200525713
Mono La,Belen de los Andaquies,Caqueta,5.36928168142573,4.2244075688041205,3.3817867589502737,3.2963007271874267,3.3743021052197917,3.1860981195226135,3.2984770682466538,3.970862135176652,4.802745723471051,4.839449255786853,4.728330779054917,5.061359447004607,4.127783447487556
Maguare,El Doncello,Caqueta,6.016529601829607,4.6894476899218285,3.2774327283559757,3.164624647383268,3.3586233373610823,3.0569689921651872,3.2956520159225686,4.159802070888093,4.8675363984674345,4.8080859074185,5.03453736733166,5.930305447240932,4.304962183690511
Apto G Artunduaga,Florencia,Caqueta,5.68354630144605,4.352685660444281,3.4950309547083744,3.470759031198687,3.4403848429991206,3.2330435934106676,3.3251326164874553,4.121996523417097,4.822513555739362,4.79434507477444,4.9420281794586565,5.611685355862775,4.274429307495581
Macagual,Florencia,Caqueta,5.490123550243684,4.375293083625397,3.332639819515078,3.344877362903472,3.5028838554970982,3.25275392915787,3.516138383889536,4.293591870495096,4.842660713005541,4.774225231150426,4.911110762800418,5.510466568164943,4.26223042753738
Pto Rico,Puerto Rico,Caqueta,5.094038840090068,3.960650672832083,3.039141660928369,2.880858522167488,2.917544510336929,2.519047134219549,2.7373175832324894,3.6397226300828085,4.313487157520142,3.988714273575578,4.337244934982004,5.233825332821302,3.7217994377324004
S.Vcte Caguan,San Vicente del Caguan,Caqueta,6.863467576264335,5.333146824371191,4.05634169751615,3.4270682888572876,4.03925768103215,3.5841647423212404,3.4534299348984545,4.2856357873688475,5.110928066824619,5.33659519315208,5.886474405756015,6.572637002300736,4.8290956000552585
Araracuara,Solano,Caqueta,5.038958660813501,5.0076575925468285,4.1719797382158905,4.152757370842829,3.986610789799205,4.0853950752430945,4.615492287955982,5.274648363069389,5.2655044664210475,5.315578361581055,5.265027100073519,5.3162605624389005,4.7913225307501035
Tres Esquinas,Solano,Caqueta,5.767496219870973,4.198422462844502,3.5078284099944814,3.3034313706222784,3.3728142179706304,3.422275194435195,3.861423734439044,4.330017495416661,4.836659875306839,5.2827752712394735,5.321221589332129,6.010363132420747,4.434560747824413
Valparaiso,Valparaiso,Caqueta,5.535336108011112,4.180048571889705,3.432102942625435,3.392320276723022,3.3263622677057327,3.0650850490505666,3.2227889440820183,3.9234094193851066,4.665220526709825,4.669611332037762,4.962775629399022,5.695326921920505,4.1725323324616514
Aguazul,Aguazul,Casanare,7.396696007366754,6.4892609687909975,4.753550081834287,4.224355145058945,4.519056150958748,3.891220152078473,4.416863938011245,4.939652470946018,5.777237798524668,5.681871916041622,5.991836249035806,6.85030202470909,5.410991908613055
Modulos,Orocue,Casanare,8.197364711735641,6.971166048369114,5.211921151707024,4.468603385120627,4.170117105425782,4.0910714860089055,4.1966259885077095,4.533000003848168,5.188004597701149,5.505087250384024,6.149565508172937,7.656140050092591,5.528222273922807
Huerta La Grande,Villanueva,Casanare,7.443748912238468,6.7197522155012575,4.801747232006758,4.148141619761802,4.183907113724244,4.4115944240944245,4.458068468381977,5.012675671993411,5.405361033192533,5.6953310515121345,6.3182083814794545,6.168385246031519,5.397243447493165
